,received,negotiated,gender,year
911,9,TRUE,M,2005
912,6.2,TRUE,F,2006
913,8.2,TRUE,M,2007
914,6.5,TRUE,F,2008
915,6.5,TRUE,M,2009
916,6.5,TRUE,F,2005
917,4.1,TRUE,M,2006
918,9,TRUE,F,2007
919,5.7,TRUE,M,2008
920,6.3,TRUE,F,2009
921,5.9,TRUE,M,2005
922,8.3,TRUE,F,2006
923,9.5,TRUE,M,2007
924,7.7,TRUE,F,2008
925,5.4,TRUE,M,2009
926,6.6,TRUE,F,2005
927,7,TRUE,M,2006
928,7.7,TRUE,F,2007
929,8.3,TRUE,M,2008
930,7.7,TRUE,F,2009
931,7.1,TRUE,M,2005
932,8.4,TRUE,F,2006
933,8.8,TRUE,M,2007
934,6.6,TRUE,F,2008
935,7.9,TRUE,M,2009
936,6.9,TRUE,F,2005
937,6.9,TRUE,M,2006
938,6.3,TRUE,F,2007
939,4.7,TRUE,M,2008
940,7,TRUE,F,2009
941,6.1,TRUE,M,2005
942,6.8,TRUE,F,2006
943,6.8,TRUE,M,2007
944,7.4,TRUE,F,2008
945,6.1,TRUE,M,2009
946,9,TRUE,F,2005
947,5,TRUE,M,2006
948,7.4,TRUE,F,2007
949,7.8,TRUE,M,2008
950,8.1,TRUE,F,2009
951,5.3,TRUE,M,2005
952,6.2,TRUE,F,2006
953,6.3,TRUE,M,2007
954,6.1,TRUE,F,2008
955,6.7,TRUE,M,2009
956,6.6,TRUE,F,2005
957,7.4,TRUE,M,2006
958,5.6,TRUE,F,2007
959,5.9,TRUE,M,2008
960,8.8,TRUE,F,2009
961,6.7,TRUE,M,2005
962,10.4,TRUE,F,2006
963,7.1,TRUE,M,2007
964,6.7,TRUE,F,2008
965,9.6,TRUE,M,2009
966,8.7,TRUE,F,2005
967,7.8,TRUE,M,2006
968,10.1,TRUE,F,2007
969,8.2,TRUE,M,2008
970,9.1,TRUE,F,2009
971,7.3,TRUE,M,2005
972,8.5,TRUE,F,2006
973,9.4,TRUE,M,2007
974,7.2,TRUE,F,2008
975,7.7,TRUE,M,2009
976,9.1,TRUE,F,2005
977,7.8,TRUE,M,2006
978,8.1,TRUE,F,2007
979,7.6,TRUE,M,2008
980,6.1,TRUE,F,2009
981,7.6,TRUE,M,2005
982,8,TRUE,F,2006
983,3.5,TRUE,M,2007
984,8.7,TRUE,F,2008
985,6.1,TRUE,M,2009
986,9.1,TRUE,F,2005
987,7.3,TRUE,M,2006
988,6.1,TRUE,F,2007
989,6.6,TRUE,M,2008
990,8,TRUE,F,2009
991,7.7,TRUE,M,2005
992,7.8,TRUE,F,2006
993,7.6,TRUE,M,2007
994,6.8,TRUE,F,2008
995,10.4,TRUE,M,2009
996,8.8,TRUE,F,2005
997,6.6,TRUE,M,2006
998,6.6,TRUE,F,2007
999,9.2,TRUE,M,2008
1000,4.8,TRUE,F,2009
1001,3.5,FALSE,M,2005
1002,5.1,FALSE,F,2006
1003,6.2,FALSE,M,2007
1004,7.2,FALSE,F,2008
1005,4.8,FALSE,M,2009
1006,4.2,FALSE,F,2005
1007,4.3,FALSE,M,2006
1008,5.7,FALSE,F,2007
1009,4.2,FALSE,M,2008
1010,6.7,FALSE,F,2009
1011,4.5,FALSE,M,2005
1012,4.5,FALSE,F,2006
1013,5.2,FALSE,M,2007
1014,6.4,FALSE,F,2008
1015,4.5,FALSE,M,2009
1016,7.2,FALSE,F,2005
1017,4.6,FALSE,M,2006
1018,5.5,FALSE,F,2007
1019,4.1,FALSE,M,2008
1020,2.7,FALSE,F,2009
1021,4.8,FALSE,M,2005
1022,5.2,FALSE,F,2006
1023,6.6,FALSE,M,2007
1024,6.4,FALSE,F,2008
1025,5.4,FALSE,M,2009
1026,5,FALSE,F,2005
1027,6.3,FALSE,M,2006
1028,4,FALSE,F,2007
1029,4.5,FALSE,M,2008
1030,4.8,FALSE,F,2009
1031,5.3,FALSE,M,2005
1032,6.9,FALSE,F,2006
1033,2.6,FALSE,M,2007
1034,5.7,FALSE,F,2008
1035,4.9,FALSE,M,2009
1036,5.5,FALSE,F,2005
1037,4.8,FALSE,M,2006
1038,5.7,FALSE,F,2007
1039,5.9,FALSE,M,2008
1040,4.1,FALSE,F,2009
1041,5.7,FALSE,M,2005
1042,4.7,FALSE,F,2006
1043,4.5,FALSE,M,2007
1044,5.4,FALSE,F,2008
1045,4.9,FALSE,M,2009
1046,4.2,FALSE,F,2005
1047,5.5,FALSE,M,2006
1048,8.1,FALSE,F,2007
1049,4.8,FALSE,M,2008
1050,5.8,FALSE,F,2009
1051,5.1,FALSE,M,2005
1052,4.2,FALSE,F,2006
1053,5.8,FALSE,M,2007
1054,5.5,FALSE,F,2008
1055,4.4,FALSE,M,2009
1056,4,FALSE,F,2005
1057,6,FALSE,M,2006
1058,6,FALSE,F,2007
1059,5.8,FALSE,M,2008
1060,4.3,FALSE,F,2009
1061,4.5,FALSE,M,2005
1062,4.8,FALSE,F,2006
1063,4.7,FALSE,M,2007
1064,5.4,FALSE,F,2008
1065,5.5,FALSE,M,2009
1066,5.3,FALSE,F,2005
1067,5.5,FALSE,M,2006
1068,4,FALSE,F,2007
1069,5.5,FALSE,M,2008
1070,4.6,FALSE,F,2009
1071,6.8,FALSE,M,2005
1072,5.9,FALSE,F,2006
1073,6.2,FALSE,M,2007
1074,4.6,FALSE,F,2008
1075,6.1,FALSE,M,2009
1076,4.2,FALSE,F,2005
1077,3.8,FALSE,M,2006
1078,4.5,FALSE,F,2007
1079,5.7,FALSE,M,2008
1080,5.7,FALSE,F,2009
1081,5.6,FALSE,M,2005
1082,4.7,FALSE,F,2006
1083,5.5,FALSE,M,2007
1084,5.1,FALSE,F,2008
1085,4.5,FALSE,M,2009
1086,4.6,FALSE,F,2005
1087,4.5,FALSE,M,2006
1088,4.2,FALSE,F,2007
1089,5.3,FALSE,M,2008
1090,3.8,FALSE,F,2009
1091,4.3,FALSE,M,2005
1092,5.1,FALSE,F,2006
1093,4.1,FALSE,M,2007
1094,4.4,FALSE,F,2008
1095,3.5,FALSE,M,2009
1096,6,FALSE,F,2005
1097,6.3,FALSE,M,2006
1098,4.8,FALSE,F,2007
1099,5.6,FALSE,M,2008
1100,7.7,FALSE,F,2009
1101,4.8,FALSE,M,2005
1102,6.5,FALSE,F,2006
1103,4.3,FALSE,M,2007
1104,3.7,FALSE,F,2008
1105,4.5,FALSE,M,2009
1106,5.1,FALSE,F,2005
1107,4.2,FALSE,M,2006
1108,2.9,FALSE,F,2007
1109,4.7,FALSE,M,2008
1110,6,FALSE,F,2009
1111,5,FALSE,M,2005
1112,6.8,FALSE,F,2006
1113,5.2,FALSE,M,2007
1114,5.8,FALSE,F,2008
1115,5.5,FALSE,M,2009
1116,5.6,FALSE,F,2005
1117,3.6,FALSE,M,2006
1118,3.4,FALSE,F,2007
1119,4.6,FALSE,M,2008
1120,4.3,FALSE,F,2009
1121,5.4,FALSE,M,2005
1122,5.9,FALSE,F,2006
1123,5.9,FALSE,M,2007
1124,5.1,FALSE,F,2008
1125,5.1,FALSE,M,2009
1126,5.2,FALSE,F,2005
1127,5.1,FALSE,M,2006
1128,7.3,FALSE,F,2007
1129,5.2,FALSE,M,2008
1130,4,FALSE,F,2009
1131,6.2,FALSE,M,2005
1132,5.2,FALSE,F,2006
1133,6.7,FALSE,M,2007
1134,4,FALSE,F,2008
1135,4.2,FALSE,M,2009
1136,4,FALSE,F,2005
1137,5.6,FALSE,M,2006
1138,3.3,FALSE,F,2007
1139,3.5,FALSE,M,2008
1140,5.5,FALSE,F,2009
1141,4.4,FALSE,M,2005
1142,6.4,FALSE,F,2006
1143,4.8,FALSE,M,2007
1144,6.2,FALSE,F,2008
1145,4.1,FALSE,M,2009
1146,5.9,FALSE,F,2005
1147,4.9,FALSE,M,2006
1148,5.7,FALSE,F,2007
1149,5.3,FALSE,M,2008
1150,5.2,FALSE,F,2009
1151,4.3,FALSE,M,2005
1152,6.2,FALSE,F,2006
1153,4.7,FALSE,M,2007
1154,4.8,FALSE,F,2008
1155,5.1,FALSE,M,2009
1156,4.3,FALSE,F,2005
1157,6.9,FALSE,M,2006
1158,4.6,FALSE,F,2007
1159,3.8,FALSE,M,2008
1160,5.1,FALSE,F,2009
1161,4.9,FALSE,M,2005
1162,3.7,FALSE,F,2006
1163,4.7,FALSE,M,2007
1164,3.5,FALSE,F,2008
1165,5.3,FALSE,M,2009
1166,5.4,FALSE,F,2005
1167,3.9,FALSE,M,2006
1168,4,FALSE,F,2007
1169,5.6,FALSE,M,2008
1170,5.4,FALSE,F,2009
1171,5.3,FALSE,M,2005
1172,4,FALSE,F,2006
1173,3.5,FALSE,M,2007
1174,3.6,FALSE,F,2008
1175,5.4,FALSE,M,2009
1176,5.4,FALSE,F,2005
1177,4.9,FALSE,M,2006
1178,4.5,FALSE,F,2007
1179,6,FALSE,M,2008
1180,6.1,FALSE,F,2009
1181,4.2,FALSE,M,2005
1182,5.3,FALSE,F,2006
1183,4.8,FALSE,M,2007
1184,5,FALSE,F,2008
1185,4.1,FALSE,M,2009
1186,4.3,FALSE,F,2005
1187,6.4,FALSE,M,2006
1188,5.4,FALSE,F,2007
1189,5.2,FALSE,M,2008
1190,4.6,FALSE,F,2009
1191,5.3,FALSE,M,2005
1192,6.2,FALSE,F,2006
1193,4.7,FALSE,M,2007
1194,5.9,FALSE,F,2008
1195,6.7,FALSE,M,2009
1196,4.4,FALSE,F,2005
1197,4.8,FALSE,M,2006
1198,4.2,FALSE,F,2007
1199,5.1,FALSE,M,2008
1200,6.8,FALSE,F,2009
1201,5.2,FALSE,M,2005
1202,4.9,FALSE,F,2006
1203,4.2,FALSE,M,2007
1204,4.6,FALSE,F,2008
1205,5.4,FALSE,M,2009
1206,4.5,FALSE,F,2005
1207,6.1,FALSE,M,2006
1208,5.3,FALSE,F,2007
1209,5.1,FALSE,M,2008
1210,4.4,FALSE,F,2009
1211,3.7,FALSE,M,2005
1212,4.4,FALSE,F,2006
1213,5.5,FALSE,M,2007
1214,6,FALSE,F,2008
1215,7.3,FALSE,M,2009
1216,2.9,FALSE,F,2005
1217,2.8,FALSE,M,2006
1218,5.2,FALSE,F,2007
1219,5.1,FALSE,M,2008
1220,4.4,FALSE,F,2009
1221,7.2,FALSE,M,2005
1222,5.4,FALSE,F,2006
1223,4.2,FALSE,M,2007
1224,4.5,FALSE,F,2008
1225,4.8,FALSE,M,2009
1226,4.5,FALSE,F,2005
1227,5.8,FALSE,M,2006
1228,4.5,FALSE,F,2007
1229,4.9,FALSE,M,2008
1230,5,FALSE,F,2009
1231,3.8,FALSE,M,2005
1232,4.3,FALSE,F,2006
1233,5.8,FALSE,M,2007
1234,5.7,FALSE,F,2008
1235,4.5,FALSE,M,2009
1236,5,FALSE,F,2005
1237,3.7,FALSE,M,2006
1238,5.5,FALSE,F,2007
1239,6.4,FALSE,M,2008
1240,6,FALSE,F,2009
1241,3.8,FALSE,M,2005
1242,5.2,FALSE,F,2006
1243,4.2,FALSE,M,2007
1244,4.1,FALSE,F,2008
1245,4.9,FALSE,M,2009
1246,4.7,FALSE,F,2005
1247,5,FALSE,M,2006
1248,6.8,FALSE,F,2007
1249,4.6,FALSE,M,2008
1250,4.5,FALSE,F,2009
1251,4.4,FALSE,M,2005
1252,3.8,FALSE,F,2006
1253,4.2,FALSE,M,2007
1254,5.6,FALSE,F,2008
1255,3.5,FALSE,M,2009
1256,6.5,FALSE,F,2005
1257,3.9,FALSE,M,2006
1258,4.2,FALSE,F,2007
1259,4.5,FALSE,M,2008
1260,5.5,FALSE,F,2009
1261,6.5,FALSE,M,2005
1262,5.9,FALSE,F,2006
1263,7.3,FALSE,M,2007
1264,5.7,FALSE,F,2008
1265,3.5,FALSE,M,2009
1266,5.6,FALSE,F,2005
1267,5.8,FALSE,M,2006
1268,5.2,FALSE,F,2007
1269,5,FALSE,M,2008
1270,5.6,FALSE,F,2009
1271,4.1,FALSE,M,2005
1272,5.2,FALSE,F,2006
1273,5.1,FALSE,M,2007
1274,4.8,FALSE,F,2008
1275,5.6,FALSE,M,2009
1276,4.5,FALSE,F,2005
1277,6.7,FALSE,M,2006
1278,5.4,FALSE,F,2007
1279,5.6,FALSE,M,2008
1280,6.7,FALSE,F,2009
1281,5.7,FALSE,M,2005
1282,5.5,FALSE,F,2006
1283,5,FALSE,M,2007
1284,4.2,FALSE,F,2008
1285,5.4,FALSE,M,2009
1286,4.9,FALSE,F,2005
1287,4.6,FALSE,M,2006
1288,5.5,FALSE,F,2007
1289,5.1,FALSE,M,2008
1290,4.4,FALSE,F,2009
1291,5.5,FALSE,M,2005
1292,7.3,FALSE,F,2006
1293,4.8,FALSE,M,2007
1294,3.9,FALSE,F,2008
1295,5.4,FALSE,M,2009
1296,5,FALSE,F,2005
1297,3.8,FALSE,M,2006
1298,5.1,FALSE,F,2007
1299,4.7,FALSE,M,2008
1300,6.6,FALSE,F,2009
1301,5,FALSE,M,2005
1302,6.9,FALSE,F,2006
1303,4.6,FALSE,M,2007
1304,6.5,FALSE,F,2008
1305,2.5,FALSE,M,2009
1306,5.6,FALSE,F,2005
1307,5.4,FALSE,M,2006
1308,5.1,FALSE,F,2007
1309,6.8,FALSE,M,2008
1310,3.4,FALSE,F,2009
1311,4.7,FALSE,M,2005
1312,5.5,FALSE,F,2006
1313,6.2,FALSE,M,2007
1314,5.1,FALSE,F,2008
1315,5,FALSE,M,2009
1316,6,FALSE,F,2005
1317,4.2,FALSE,M,2006
1318,5.8,FALSE,F,2007
1319,3.6,FALSE,M,2008
1320,6,FALSE,F,2009
1321,3.8,FALSE,M,2005
1322,5.7,FALSE,F,2006
1323,5.6,FALSE,M,2007
1324,4.2,FALSE,F,2008
1325,3.6,FALSE,M,2009
1326,4.9,FALSE,F,2005
1327,4.9,FALSE,M,2006
1328,5.4,FALSE,F,2007
1329,5.5,FALSE,M,2008
1330,4.8,FALSE,F,2009
1331,6.4,FALSE,M,2005
1332,4.2,FALSE,F,2006
1333,3.7,FALSE,M,2007
1334,4.1,FALSE,F,2008
1335,4.1,FALSE,M,2009
1336,6.2,FALSE,F,2005
1337,6,FALSE,M,2006
1338,3.9,FALSE,F,2007
1339,4.3,FALSE,M,2008
1340,5.1,FALSE,F,2009
1341,4.1,FALSE,M,2005
1342,5,FALSE,F,2006
1343,5.1,FALSE,M,2007
1344,3.7,FALSE,F,2008
1345,3.8,FALSE,M,2009
1346,3.4,FALSE,F,2005
1347,5.5,FALSE,M,2006
1348,5.5,FALSE,F,2007
1349,5.7,FALSE,M,2008
1350,5.5,FALSE,F,2009
1351,4.8,FALSE,M,2005
1352,5.7,FALSE,F,2006
1353,5.3,FALSE,M,2007
1354,4.8,FALSE,F,2008
1355,4.5,FALSE,M,2009
1356,3.7,FALSE,F,2005
1357,4.9,FALSE,M,2006
1358,6.1,FALSE,F,2007
1359,4.8,FALSE,M,2008
1360,4.4,FALSE,F,2009
1361,5.2,FALSE,M,2005
1362,6.1,FALSE,F,2006
1363,2.9,FALSE,M,2007
1364,4.9,FALSE,F,2008
1365,3.2,FALSE,M,2009
1366,5.5,FALSE,F,2005
1367,6.5,FALSE,M,2006
1368,3.9,FALSE,F,2007
1369,5,FALSE,M,2008
1370,3.7,FALSE,F,2009
1371,6.8,FALSE,M,2005
1372,5.4,FALSE,F,2006
1373,6.1,FALSE,M,2007
1374,3.4,FALSE,F,2008
1375,7.2,FALSE,M,2009
1376,6.3,FALSE,F,2005
1377,3.3,FALSE,M,2006
1378,4.4,FALSE,F,2007
1379,3.4,FALSE,M,2008
1380,7.4,FALSE,F,2009
1381,4.7,FALSE,M,2005
1382,5.7,FALSE,F,2006
1383,4.5,FALSE,M,2007
1384,4.2,FALSE,F,2008
1385,5.2,FALSE,M,2009
1386,2.9,FALSE,F,2005
1387,5.4,FALSE,M,2006
1388,5.8,FALSE,F,2007
1389,5.6,FALSE,M,2008
1390,6.2,FALSE,F,2009
1391,5.6,FALSE,M,2005
1392,4.5,FALSE,F,2006
1393,5.3,FALSE,M,2007
1394,3.7,FALSE,F,2008
1395,5.6,FALSE,M,2009
1396,5.7,FALSE,F,2005
1397,7,FALSE,M,2006
1398,5.1,FALSE,F,2007
1399,5.6,FALSE,M,2008
1400,3.4,FALSE,F,2009
1401,4.6,FALSE,M,2005
1402,4.3,FALSE,F,2006
1403,7.2,FALSE,M,2007
1404,6.2,FALSE,F,2008
1405,6,FALSE,M,2009
1406,3,FALSE,F,2005
1407,4.2,FALSE,M,2006
1408,4,FALSE,F,2007
1409,4.9,FALSE,M,2008
1410,3.7,FALSE,F,2009
1411,6.6,FALSE,M,2005
1412,4.7,FALSE,F,2006
1413,6,FALSE,M,2007
1414,5.4,FALSE,F,2008
1415,5.4,FALSE,M,2009
1416,5.5,FALSE,F,2005
1417,6.4,FALSE,M,2006
1418,6,FALSE,F,2007
1419,5.6,FALSE,M,2008
1420,5.5,FALSE,F,2009
1421,4.2,FALSE,M,2005
1422,7.5,FALSE,F,2006
1423,5.2,FALSE,M,2007
1424,4.3,FALSE,F,2008
1425,4.4,FALSE,M,2009
1426,3.1,FALSE,F,2005
1427,5.8,FALSE,M,2006
1428,3.8,FALSE,F,2007
1429,5.9,FALSE,M,2008
1430,4.6,FALSE,F,2009
1431,4.2,FALSE,M,2005
1432,5.2,FALSE,F,2006
1433,3.5,FALSE,M,2007
1434,4.5,FALSE,F,2008
1435,4.5,FALSE,M,2009
1436,4.2,FALSE,F,2005
1437,5.7,FALSE,M,2006
1438,4.2,FALSE,F,2007
1439,5.4,FALSE,M,2008
1440,5.3,FALSE,F,2009
1441,4.2,FALSE,M,2005
1442,5.4,FALSE,F,2006
1443,5.9,FALSE,M,2007
1444,5.3,FALSE,F,2008
1445,3.2,FALSE,M,2009
1446,6.5,FALSE,F,2005
1447,6,FALSE,M,2006
1448,5.2,FALSE,F,2007
1449,3.6,FALSE,M,2008
1450,4.6,FALSE,F,2009
1451,4.1,FALSE,M,2005
1452,3.7,FALSE,F,2006
1453,5.5,FALSE,M,2007
1454,4.3,FALSE,F,2008
1455,5,FALSE,M,2009
1456,5.8,FALSE,F,2005
1457,3.3,FALSE,M,2006
1458,4.4,FALSE,F,2007
1459,3.5,FALSE,M,2008
1460,4.4,FALSE,F,2009
1461,5.1,FALSE,M,2005
1462,4,FALSE,F,2006
1463,6.1,FALSE,M,2007
1464,3.9,FALSE,F,2008
1465,6.4,FALSE,M,2009
1466,5.1,FALSE,F,2005
1467,3.9,FALSE,M,2006
1468,3.3,FALSE,F,2007
1469,4.3,FALSE,M,2008
1470,3.8,FALSE,F,2009
1471,6.2,FALSE,M,2005
1472,6.8,FALSE,F,2006
1473,3.7,FALSE,M,2007
1474,4.7,FALSE,F,2008
1475,5.4,FALSE,M,2009
1476,6.1,FALSE,F,2005
1477,5.4,FALSE,M,2006
1478,4,FALSE,F,2007
1479,2.4,FALSE,M,2008
1480,5.5,FALSE,F,2009
1481,2.8,FALSE,M,2005
1482,5,FALSE,F,2006
1483,5.9,FALSE,M,2007
1484,5.8,FALSE,F,2008
1485,4.5,FALSE,M,2009
1486,4.8,FALSE,F,2005
1487,6,FALSE,M,2006
1488,7.1,FALSE,F,2007
1489,5.7,FALSE,M,2008
1490,4.5,FALSE,F,2009
1491,5,FALSE,M,2005
1492,4,FALSE,F,2006
1493,3.9,FALSE,M,2007
1494,5.7,FALSE,F,2008
1495,5,FALSE,M,2009
1496,5.3,FALSE,F,2005
1497,3.1,FALSE,M,2006
1498,5.9,FALSE,F,2007
1499,5.7,FALSE,M,2008
1500,4.2,FALSE,F,2009
1501,5.5,FALSE,M,2005
1502,5.5,FALSE,F,2006
1503,5.4,FALSE,M,2007
1504,5,FALSE,F,2008
1505,4.3,FALSE,M,2009
1506,4.8,FALSE,F,2005
1507,5.3,FALSE,M,2006
1508,5.6,FALSE,F,2007
1509,6.8,FALSE,M,2008
1510,3.6,FALSE,F,2009
1511,4.1,FALSE,M,2005
1512,5.7,FALSE,F,2006
1513,4.4,FALSE,M,2007
1514,3.1,FALSE,F,2008
1515,4.7,FALSE,M,2009
1516,4.7,FALSE,F,2005
1517,6.2,FALSE,M,2006
1518,4.5,FALSE,F,2007
1519,4.2,FALSE,M,2008
1520,5.1,FALSE,F,2009
1521,6.3,FALSE,M,2005
1522,5.9,FALSE,F,2006
1523,6,FALSE,M,2007
1524,5.7,FALSE,F,2008
1525,3.6,FALSE,M,2009
1526,4.9,FALSE,F,2005
1527,3.2,FALSE,M,2006
1528,5.7,FALSE,F,2007
1529,7.2,FALSE,M,2008
1530,4.8,FALSE,F,2009
1531,4.2,FALSE,M,2005
1532,6.2,FALSE,F,2006
1533,3.7,FALSE,M,2007
1534,4.8,FALSE,F,2008
1535,6.3,FALSE,M,2009
1536,5.7,FALSE,F,2005
1537,5.1,FALSE,M,2006
1538,4.8,FALSE,F,2007
1539,3.3,FALSE,M,2008
1540,5.6,FALSE,F,2009
1541,5.1,FALSE,M,2005
1542,5.5,FALSE,F,2006
1543,5,FALSE,M,2007
1544,5.4,FALSE,F,2008
1545,6.5,FALSE,M,2009
1546,6.4,FALSE,F,2005
1547,5.3,FALSE,M,2006
1548,4.5,FALSE,F,2007
1549,5.8,FALSE,M,2008
1550,4.4,FALSE,F,2009
1551,4.5,FALSE,M,2005
1552,5.2,FALSE,F,2006
1553,3.5,FALSE,M,2007
1554,6.2,FALSE,F,2008
1555,5.2,FALSE,M,2009
1556,4.5,FALSE,F,2005
1557,4.8,FALSE,M,2006
1558,3.3,FALSE,F,2007
1559,6.2,FALSE,M,2008
1560,2.8,FALSE,F,2009
1561,3.7,FALSE,M,2005
1562,6,FALSE,F,2006
1563,5.9,FALSE,M,2007
1564,3.8,FALSE,F,2008
1565,5.9,FALSE,M,2009
1566,4.7,FALSE,F,2005
1567,6.3,FALSE,M,2006
1568,3,FALSE,F,2007
1569,4,FALSE,M,2008
1570,4.3,FALSE,F,2009
1571,4.5,FALSE,M,2005
1572,2.8,FALSE,F,2006
1573,4.4,FALSE,M,2007
1574,4.4,FALSE,F,2008
1575,5.9,FALSE,M,2009
1576,5,FALSE,F,2005
1577,5.8,FALSE,M,2006
1578,5.6,FALSE,F,2007
1579,6.5,FALSE,M,2008
1580,5.5,FALSE,F,2009
1581,5.7,FALSE,M,2005
1582,6.3,FALSE,F,2006
1583,5,FALSE,M,2007
1584,3.8,FALSE,F,2008
1585,4.8,FALSE,M,2009
1586,5.3,FALSE,F,2005
1587,4.8,FALSE,M,2006
1588,5.4,FALSE,F,2007
1589,5.3,FALSE,M,2008
1590,4.9,FALSE,F,2009
1591,5.5,FALSE,M,2005
1592,5.3,FALSE,F,2006
1593,4.6,FALSE,M,2007
1594,4.4,FALSE,F,2008
1595,4.3,FALSE,M,2009
1596,5.8,FALSE,F,2005
1597,6.5,FALSE,M,2006
1598,5.2,FALSE,F,2007
1599,4.7,FALSE,M,2008
1600,6.2,FALSE,F,2009
1601,4.3,FALSE,M,2005
1602,6.2,FALSE,F,2006
1603,5,FALSE,M,2007
1604,5.2,FALSE,F,2008
1605,6,FALSE,M,2009
1606,4,FALSE,F,2005
1607,4.6,FALSE,M,2006
1608,4.1,FALSE,F,2007
1609,6.4,FALSE,M,2008
1610,5.1,FALSE,F,2009
1611,4.2,FALSE,M,2005
1612,4.5,FALSE,F,2006
1613,4.6,FALSE,M,2007
1614,4.9,FALSE,F,2008
1615,4.5,FALSE,M,2009
1616,5.6,FALSE,F,2005
1617,6.2,FALSE,M,2006
1618,4.1,FALSE,F,2007
1619,6.2,FALSE,M,2008
1620,1.7,FALSE,F,2009
1621,4.5,FALSE,M,2005
1622,3.5,FALSE,F,2006
1623,3.7,FALSE,M,2007
1624,3.1,FALSE,F,2008
1625,4.7,FALSE,M,2009
1626,6.5,FALSE,F,2005
1627,5.2,FALSE,M,2006
1628,4,FALSE,F,2007
1629,5.7,FALSE,M,2008
1630,4.4,FALSE,F,2009
1631,4.4,FALSE,M,2005
1632,5.6,FALSE,F,2006
1633,5.1,FALSE,M,2007
1634,3.6,FALSE,F,2008
1635,5.7,FALSE,M,2009
1636,5.6,FALSE,F,2005
1637,5.5,FALSE,M,2006
1638,5.9,FALSE,F,2007
1639,5.6,FALSE,M,2008
1640,5.4,FALSE,F,2009
1641,4.8,FALSE,M,2005
1642,5.5,FALSE,F,2006
1643,5.9,FALSE,M,2007
1644,5.4,FALSE,F,2008
1645,5.9,FALSE,M,2009
1646,6.7,FALSE,F,2005
1647,4.4,FALSE,M,2006
1648,6.2,FALSE,F,2007
1649,4.1,FALSE,M,2008
1650,5.2,FALSE,F,2009
1651,4.8,FALSE,M,2005
1652,4.7,FALSE,F,2006
1653,4.8,FALSE,M,2007
1654,3.9,FALSE,F,2008
1655,4.4,FALSE,M,2009
1656,3.6,FALSE,F,2005
1657,5,FALSE,M,2006
1658,4.2,FALSE,F,2007
1659,4.9,FALSE,M,2008
1660,6.4,FALSE,F,2009
1661,3.1,FALSE,M,2005
1662,6.1,FALSE,F,2006
1663,5.1,FALSE,M,2007
1664,5.7,FALSE,F,2008
1665,5.8,FALSE,M,2009
1666,4,FALSE,F,2005
1667,6,FALSE,M,2006
1668,5.6,FALSE,F,2007
1669,4.1,FALSE,M,2008
1670,5.5,FALSE,F,2009
1671,4.9,FALSE,M,2005
1672,5,FALSE,F,2006
1673,5.8,FALSE,M,2007
1674,4,FALSE,F,2008
1675,5.3,FALSE,M,2009
1676,4,FALSE,F,2005
1677,5.2,FALSE,M,2006
1678,3.7,FALSE,F,2007
1679,5.5,FALSE,M,2008
1680,6,FALSE,F,2009
1681,3.5,FALSE,M,2005
1682,3.8,FALSE,F,2006
1683,6.9,FALSE,M,2007
1684,5.7,FALSE,F,2008
1685,4.3,FALSE,M,2009
1686,6.4,FALSE,F,2005
1687,5.1,FALSE,M,2006
1688,4.8,FALSE,F,2007
1689,5.3,FALSE,M,2008
1690,5.9,FALSE,F,2009
1691,5.3,FALSE,M,2005
1692,4.9,FALSE,F,2006
1693,4.4,FALSE,M,2007
1694,4.1,FALSE,F,2008
1695,4.2,FALSE,M,2009
1696,5.4,FALSE,F,2005
1697,6.6,FALSE,M,2006
1698,4.9,FALSE,F,2007
1699,4.2,FALSE,M,2008
1700,3.6,FALSE,F,2009
1701,5.4,FALSE,M,2005
1702,4.3,FALSE,F,2006
1703,4.2,FALSE,M,2007
1704,6.2,FALSE,F,2008
1705,4.1,FALSE,M,2009
1706,5.1,FALSE,F,2005
1707,3.9,FALSE,M,2006
1708,4.1,FALSE,F,2007
1709,4,FALSE,M,2008
1710,5,FALSE,F,2009
1711,4.7,FALSE,M,2005
1712,3.5,FALSE,F,2006
1713,5.4,FALSE,M,2007
1714,5.5,FALSE,F,2008
1715,3.3,FALSE,M,2009
1716,6.3,FALSE,F,2005
1717,4.1,FALSE,M,2006
1718,4.4,FALSE,F,2007
1719,5.5,FALSE,M,2008
1720,5,FALSE,F,2009
1721,4.6,FALSE,M,2005
1722,4.5,FALSE,F,2006
1723,3.8,FALSE,M,2007
1724,6.7,FALSE,F,2008
1725,5,FALSE,M,2009
1726,5,FALSE,F,2005
1727,6.2,FALSE,M,2006
1728,4.2,FALSE,F,2007
1729,5,FALSE,M,2008
1730,5.3,FALSE,F,2009
1731,5.7,FALSE,M,2005
1732,5.7,FALSE,F,2006
1733,4.4,FALSE,M,2007
1734,4.8,FALSE,F,2008
1735,5,FALSE,M,2009
1736,5.6,FALSE,F,2005
1737,6.8,FALSE,M,2006
1738,2.4,FALSE,F,2007
1739,4.9,FALSE,M,2008
1740,5.6,FALSE,F,2009
1741,4.1,FALSE,M,2005
1742,5.5,FALSE,F,2006
1743,5.8,FALSE,M,2007
1744,4.4,FALSE,F,2008
1745,5.2,FALSE,M,2009
1746,5.5,FALSE,F,2005
1747,3.2,FALSE,M,2006
