saleID,issueID,lotSize
1489,65,100
1405,60,100
2928,107,100
615,27,100
1465,63,100
703,32,100
2932,107,100
1054,47,100
2088,86,100
819,36,100
962,42,100
1619,72,100
2598,99,100
486,22,100
1912,82,100
2199,89,100
3025,109,100
460,22,100
3136,112,100
2318,92,100
2264,90,100
2984,108,100
1951,83,100
300,15,100
523,24,100
2368,93,100
1737,76,100
1099,50,100
275,13,100
546,25,100
1954,83,100
489,23,100
1762,77,100
32,3,100
789,35,100
36,3,100
325,16,100
3130,112,100
2203,89,100
2173,88,100
558,25,100
870,39,100
9,1,100
1704,75,100
1738,76,100
1989,84,100
99,5,100
1224,54,100
472,22,100
2395,94,100
1137,51,100
2085,86,100
1554,68,100
649,29,100
3184,113,100
176,9,100
2688,101,100
2819,104,100
2319,92,100
1515,66,100
93,5,100
2808,104,100
1847,80,100
1144,51,100
1559,68,100
1162,52,100
2918,107,100
641,29,100
610,27,100
4,1,100
1602,71,100
567,26,100
2512,97,100
350,17,100
2692,101,100
2533,97,100
816,36,100
1116,50,100
2274,91,100
3202,114,100
2341,92,100
925,41,100
957,42,100
2150,88,100
785,35,100
74,4,100
2590,98,100
1746,76,100
1138,51,100
3046,110,100
1160,52,100
3170,113,100
2996,108,24
2306,91,100
1150,51,100
391,18,100
1636,73,100
293,14,100
1473,64,100
2629,99,100
745,33,100
395,18,100
1463,63,100
3028,109,100
1700,74,100
1794,78,100
829,37,100
686,31,100
215,11,100
762,34,100
149,8,100
1950,83,100
755,34,100
1445,62,100
383,18,100
760,34,100
223,11,100
2384,93,100
189,9,100
112,6,100
28,2,100
2795,104,100
2787,103,100
2482,96,100
1674,74,100
185,9,100
452,21,100
3139,112,100
308,15,100
1260,55,100
290,14,100
3228,114,100
1722,76,100
2019,84,100
1986,84,100
2128,87,100
642,29,100
17,1,100
1786,78,100
1661,73,100
1351,58,100
2735,102,100
2936,107,100
1438,62,100
1984,84,100
981,43,100
871,39,100
2679,101,100
3056,110,100
3026,109,100
905,40,100
2879,106,100
609,27,100
490,23,100
2997,109,100
730,33,100
2797,104,100
2014,84,100
438,21,100
2788,103,100
2123,87,100
1459,63,100
1464,63,100
1414,61,100
1151,51,100
1429,62,100
1863,81,100
2893,106,100
287,14,100
2701,101,100
1087,49,100
683,31,100
2254,90,100
2587,98,100
1812,79,100
2800,104,100
1759,77,100
357,17,100
3014,109,100
541,24,5
3032,109,100
459,22,100
2832,104,100
2381,93,100
864,39,100
2315,92,100
50,3,100
995,44,100
1593,70,100
3141,112,100
1003,44,100
330,16,100
3074,110,100
441,21,100
2871,105,100
2579,98,100
485,22,100
2142,87,100
410,19,100
2285,91,100
2608,99,100
3067,110,100
2942,107,100
1819,80,100
2394,94,100
2346,92,100
2925,107,100
2170,88,100
1007,44,100
1611,72,100
698,31,23
978,43,100
3191,113,100
2656,100,100
412,19,100
1916,82,100
186,9,100
3267,115,100
2247,90,100
2186,89,100
64,4,100
2988,108,100
1244,55,100
654,29,100
897,40,100
2527,97,100
512,24,100
1972,83,100
2478,96,100
1246,55,100
1748,76,100
2212,89,100
187,9,100
321,16,100
2211,89,100
2938,107,100
3051,110,100
2188,89,100
599,27,100
1075,48,100
1686,74,100
960,42,100
1328,57,100
183,9,100
3166,113,100
1639,73,100
1037,46,100
2529,97,100
716,32,100
454,22,100
1867,81,100
661,29,100
3115,111,73
854,38,100
337,17,100
1430,62,100
3162,113,100
2111,87,100
2038,85,100
1229,54,100
1617,72,100
1127,50,100
2674,101,100
119,6,100
403,19,100
1302,56,100
2475,96,100
878,39,100
1653,73,100
1305,56,100
1982,84,100
2720,102,100
2889,106,100
1341,58,100
2374,93,100
2371,93,100
1248,55,100
1584,69,100
2144,87,16
2595,99,100
2606,99,100
1969,83,100
2323,92,100
2807,104,100
646,29,100
1083,48,100
2338,92,100
2926,107,100
1769,78,100
1171,52,100
1690,74,100
1329,57,100
2054,85,100
306,15,100
76,4,80
332,16,100
1936,82,100
1371,59,100
1585,69,100
247,12,100
1128,50,100
592,26,100
406,19,100
1724,76,100
3270,115,100
2197,89,100
504,23,82
1249,55,100
1895,81,100
2725,102,100
825,37,100
3119,112,100
2526,97,100
2401,94,100
471,22,100
733,33,100
1909,82,100
3185,113,100
1496,65,1
2839,105,100
926,41,100
3124,112,100
2484,96,100
1873,81,100
2749,102,100
739,33,100
174,9,100
1804,79,100
181,9,100
2636,100,100
1641,73,100
2818,104,100
2956,108,100
39,3,100
3165,113,100
2006,84,100
473,22,100
1662,73,52
1365,58,15
2755,103,100
1343,58,100
3169,113,100
1443,62,100
1492,65,100
2507,96,100
1854,80,100
1826,80,100
1597,71,100
1106,50,100
271,13,100
2845,105,100
62,4,100
301,15,100
2020,84,100
1130,50,100
1296,56,100
423,20,100
1623,72,100
583,26,100
2736,102,100
2330,92,100
2919,107,100
1883,81,100
1944,83,100
2480,96,100
2139,87,100
1416,61,100
95,5,100
1942,83,100
229,11,100
952,41,100
2505,96,100
2792,103,100
1348,58,100
2479,96,100
1288,56,100
770,35,100
2589,98,100
30,2,100
2396,94,100
1460,63,100
934,41,100
205,11,100
1535,67,100
1889,81,100
1557,68,100
3265,115,100
2488,96,100
3238,115,100
1880,81,100
1316,57,100
1975,83,100
43,3,100
1178,52,100
2115,87,100
261,12,100
153,8,100
579,26,100
1742,76,100
1967,83,100
979,43,100
2716,102,100
780,35,100
2971,108,100
867,39,100
2064,85,22
2302,91,100
1698,74,100
2135,87,100
1765,77,100
876,39,100
1022,45,100
1881,81,100
526,24,100
2649,100,100
2259,90,100
3000,109,100
2502,96,100
3188,113,100
963,42,100
1484,65,100
1713,75,100
718,32,11
1932,82,100
728,33,100
1938,82,100
3071,110,100
1237,55,100
2810,104,100
1843,80,100
1673,74,100
48,3,100
1968,83,100
2872,105,100
1849,80,100
2278,91,100
1145,51,100
3039,110,100
2409,94,100
1822,80,100
2198,89,100
1824,80,100
859,39,100
1228,54,100
679,31,100
1991,84,100
690,31,100
3182,113,100
2245,90,100
440,21,100
837,37,100
2827,104,100
1369,59,100
2588,98,100
3183,113,100
603,27,100
2659,100,100
631,28,100
254,12,100
613,27,100
1402,59,62
2027,85,100
2002,84,100
3210,114,100
1208,53,100
2548,97,100
274,13,100
2508,96,100
2540,97,100
399,18,100
582,26,100
51,3,100
2923,107,100
2109,87,100
2924,107,100
2417,94,100
69,4,100
2182,88,100
1420,61,100
1947,83,100
788,35,100
366,17,100
943,41,100
129,7,100
2883,106,100
2282,91,100
1009,44,100
2366,93,100
1030,45,100
1092,49,100
428,20,100
634,28,100
2348,93,100
1289,56,100
8,1,100
1436,62,100
2415,94,100
2454,95,100
2246,90,100
1918,82,100
107,6,100
2210,89,100
2045,85,100
3105,111,100
1043,46,100
1238,55,100
2288,91,100
2743,102,100
1353,58,100
2358,93,100
2678,101,100
555,25,100
2675,101,100
1069,48,100
377,18,100
1172,52,100
1185,52,100
2565,98,100
2137,87,100
1882,81,100
1943,83,100
1062,47,100
315,16,100
1182,52,100
1058,47,100
725,33,100
167,8,100
2003,84,100
680,31,100
13,1,100
1267,55,100
1879,81,100
1221,53,100
2055,85,100
2420,94,100
1190,53,100
1331,57,100
3080,111,100
179,9,100
2093,86,100
2652,100,100
2844,105,100
415,19,94
1614,72,100
1325,57,100
904,40,100
3223,114,100
212,11,100
1624,72,100
1060,47,100
3187,113,100
2481,96,100
2577,98,100
1740,76,100
100,5,100
1304,56,100
2009,84,100
533,24,100
720,33,100
626,28,100
313,16,100
2385,93,100
109,6,100
1166,52,100
1897,81,100
2207,89,100
869,39,100
3042,110,100
3096,111,100
180,9,100
2597,99,100
879,39,100
2429,95,100
356,17,100
1300,56,100
621,27,100
2271,91,100
932,41,100
1708,75,100
2263,90,100
1845,80,100
937,41,100
1239,55,100
2524,97,100
2835,105,100
1153,51,100
2273,91,100
2730,102,100
2035,85,100
2901,106,100
2989,108,100
10,1,100
2722,102,100
2599,99,100
1978,83,100
741,33,100
3101,111,100
3048,110,100
1061,47,100
196,10,100
3203,114,100
1817,79,48
1696,74,100
2216,89,100
969,43,100
1471,64,100
2753,103,100
142,7,100
1853,80,100
1792,78,100
744,33,100
297,14,31
2250,90,100
1483,64,56
1595,70,100
414,19,100
1652,73,100
967,43,100
225,11,100
2227,89,79
2224,89,100
2225,89,100
2672,100,61
795,36,100
501,23,100
461,22,100
2503,96,100
346,17,100
226,11,100
1651,73,100
1141,51,100
3108,111,100
513,24,100
2421,94,100
221,11,100
3257,115,100
3220,114,100
102,5,100
2547,97,100
1790,78,100
1375,59,100
104,5,100
2392,94,100
2837,105,100
2514,97,100
545,25,100
397,18,100
847,38,100
3090,111,100
3213,114,100
918,41,100
1408,60,100
2957,108,100
1558,68,100
1592,69,40
896,40,100
1576,69,100
2850,105,100
40,3,100
1816,79,100
2492,96,100
1472,64,100
209,11,100
694,31,100
1874,81,100
2033,85,100
2303,91,100
2360,93,100
511,24,100
2400,94,100
2497,96,100
2104,86,59
721,33,100
688,31,100
2852,105,100
3167,113,100
2571,98,100
1273,55,100
65,4,100
1852,80,100
1327,57,100
1474,64,100
429,20,100
141,7,100
1136,51,100
1754,76,22
2474,96,100
2057,85,100
387,18,100
453,21,75
1527,67,100
2291,91,100
324,16,100
1363,58,100
563,25,100
2723,102,100
1998,84,100
970,43,100
1344,58,100
1225,54,100
1993,84,100
494,23,100
2757,103,100
2549,97,100
913,40,45
359,17,100
578,26,100
907,40,100
516,24,100
222,11,100
2645,100,100
1415,61,100
2777,103,100
1115,50,100
628,28,100
203,10,27
1872,81,100
1340,58,100
3232,114,100
1691,74,100
1594,70,100
3190,113,100
910,40,100
122,6,100
3204,114,100
2494,96,100
2506,96,100
707,32,100
456,22,100
2869,105,100
677,30,50
1976,83,100
2884,106,100
1462,63,100
611,27,100
1206,53,100
1518,66,100
2124,87,100
2615,99,100
1129,50,100
1941,83,100
231,11,100
1848,80,100
2980,108,100
1555,68,100
1295,56,100
1702,74,100
2347,92,91
1090,49,100
2032,85,100
2765,103,100
2948,107,100
166,8,100
2711,101,100
1218,53,100
1286,56,100
34,3,100
2934,107,100
2574,98,100
3250,115,100
2292,91,100
3059,110,100
3174,113,100
340,17,100
2631,99,100
1948,83,100
1176,52,100
1293,56,100
920,41,100
1523,66,100
2068,86,100
327,16,100
426,20,100
3106,111,100
2525,97,100
348,17,100
927,41,100
1952,83,100
1860,81,100
443,21,100
2813,104,100
367,17,100
92,5,100
1721,76,100
2848,105,100
336,17,100
1223,53,14
1519,66,100
2783,103,100
1321,57,100
2759,103,100
2007,84,100
2990,108,100
2815,104,100
598,27,100
2107,87,100
2028,85,100
1500,66,100
1155,51,100
660,29,100
3055,110,100
581,26,100
295,14,100
2466,95,100
2774,103,100
2731,102,100
1036,46,100
2043,85,100
1574,69,100
638,29,100
924,41,100
2117,87,100
1890,81,100
1147,51,100
961,42,100
375,17,100
475,22,100
1264,55,100
493,23,100
66,4,100
1997,84,100
629,28,100
1470,63,43
21,1,100
3104,111,100
1361,58,100
1196,53,100
2816,104,100
147,7,100
1921,82,100
951,41,100
2851,105,100
2305,91,100
2467,95,100
481,22,100
1458,63,100
2944,107,100
1615,72,100
1928,82,100
700,32,100
2295,91,100
1431,62,100
335,16,19
3260,115,100
2899,106,100
2343,92,100
2962,108,100
1681,74,100
2437,95,100
2732,102,100
1745,76,100
1094,49,100
1563,68,100
2176,88,100
1448,62,100
2114,87,100
2998,109,100
644,29,100
1924,82,100
2831,104,100
2909,106,100
2185,88,15
2689,101,100
767,35,100
3218,114,100
373,17,100
1346,58,100
2624,99,100
2442,95,100
2183,88,100
1697,74,100
2632,99,53
761,34,100
1413,61,100
2592,99,100
712,32,100
1893,81,100
302,15,100
2737,102,100
1648,73,100
133,7,100
164,8,100
376,17,35
3091,111,100
807,36,100
1850,80,100
2902,106,100
724,33,100
1599,71,100
2255,90,100
2155,88,100
1588,69,100
845,38,100
2904,106,100
1093,49,100
1522,66,100
380,18,100
3061,110,100
597,26,34
1468,63,100
1925,82,100
491,23,100
2684,101,100
2784,103,100
422,20,100
2462,95,100
1038,46,100
505,24,100
751,34,100
2331,92,100
2448,95,100
776,35,100
1960,83,100
1048,46,100
1247,55,100
702,32,100
1015,44,100
135,7,100
2572,98,100
2700,101,100
2756,103,100
216,11,100
1419,61,100
269,13,100
1829,80,100
396,18,100
2095,86,100
2530,97,100
1219,53,100
2791,103,100
947,41,100
434,20,100
800,36,100
2625,99,100
1842,80,100
2126,87,100
1125,50,100
607,27,100
1252,55,100
2418,94,100
2496,96,100
1271,55,100
338,17,100
2650,100,100
2487,96,100
2982,108,100
2077,86,100
1720,76,100
2226,89,100
2501,96,100
3259,115,100
2516,97,100
255,12,100
2520,97,100
2286,91,100
253,12,100
191,10,100
424,20,100
2455,95,100
2761,103,100
659,29,100
2694,101,100
1337,58,100
2770,103,100
29,2,100
1198,53,100
2664,100,100
3087,111,100
3201,114,100
2379,93,100
1980,83,100
3005,109,100
1255,55,100
1959,83,100
116,6,100
2523,97,100
2575,98,100
3272,115,100
3208,114,100
3089,111,100
2446,95,100
2785,103,100
1174,52,100
2452,95,100
3040,110,100
538,24,100
1682,74,100
1798,78,100
1983,84,100
946,41,100
1736,76,100
1974,83,100
219,11,100
1177,52,100
2403,94,100
514,24,100
1450,62,100
895,40,100
1006,44,100
2979,108,100
890,40,100
3098,111,100
914,41,100
928,41,100
2586,98,100
408,19,100
1809,79,100
1935,82,100
2937,107,100
502,23,100
915,41,100
1668,74,100
278,13,100
55,4,100
2214,89,100
2754,103,100
347,17,100
2509,96,61
916,41,100
284,14,100
3083,111,100
2036,85,100
1628,72,100
2110,87,100
2846,105,100
1777,78,100
2220,89,100
2234,90,100
2585,98,100
3107,111,100
658,29,100
3212,114,100
1498,66,100
821,36,100
2967,108,100
2537,97,100
565,26,100
696,31,100
2133,87,100
2387,93,90
1013,44,100
909,40,100
3229,114,100
653,29,100
2465,95,100
830,37,100
2618,99,100
1908,82,100
1326,57,100
996,44,100
1384,59,100
2617,99,100
1733,76,100
1772,78,100
2052,85,100
2073,86,100
2717,102,100
1183,52,100
2892,106,100
1800,78,3
1494,65,100
310,15,100
1539,67,100
2779,103,100
369,17,100
1906,82,100
2301,91,100
2604,99,100
3060,110,100
2276,91,100
553,25,100
2145,88,100
2703,101,100
887,40,100
2840,105,100
392,18,100
2232,90,100
80,5,100
1123,50,100
2141,87,100
1017,45,100
1583,69,100
94,5,100
2080,86,100
1913,82,100
77,5,100
1455,63,100
3118,112,100
1388,59,100
3120,112,100
2603,99,100
856,38,100
492,23,100
1109,50,100
1567,69,100
3153,112,100
2127,87,100
577,26,100
136,7,100
42,3,100
3158,113,100
3199,114,100
2190,89,100
2964,108,100
1168,52,100
1050,46,100
945,41,100
799,36,100
2179,88,100
2657,100,100
1556,68,100
2741,102,100
3134,112,100
2106,87,100
2202,89,100
1100,50,100
1412,60,18
2066,86,100
955,42,100
1823,80,100
2963,108,100
2790,103,100
349,17,100
574,26,100
1875,81,100
537,24,100
2406,94,100
2557,98,100
1243,55,100
1072,48,100
2444,95,100
1550,67,66
389,18,100
277,13,100
498,23,100
1718,75,100
3013,109,100
124,6,100
1866,81,100
2535,97,100
1775,78,100
2218,89,100
3142,112,100
1957,83,100
891,40,100
1761,77,100
