articleID,authorName,webHits,commentCount
935,Paul Semenec,1529,14
936,Jon Radermacher,2092,22
937,Jason Wightman,1077,9
938,Jason Wightman,1185,10
939,Jon Radermacher,1790,23
940,Destiny Adams,1741,8
941,Niko Christian,1968,18
942,Matt Janney,1475,17
943,Niko Christian,2024,24
944,Nicole Fry,1687,13
945,Nicole Fry,2712,30
946,Nicole Fry,1861,23
947,Nicole Fry,2193,12
948,Jon Radermacher,1786,11
949,Rafaela Cortez,2965,36
950,Nicole Fry,2084,22
951,Jon Radermacher,1376,11
952,Destiny Adams,2406,34
953,Niko Christian,2169,26
954,Matt Janney,1471,17
955,Matt Janney,1106,18
956,Brewster Dombkowski,276,6
957,Rafaela Cortez,3026,33
958,Niko Christian,3105,33
959,Destiny Adams,2257,28
960,Nicole Fry,1644,13
961,Jon Radermacher,1378,14
962,Paul Semenec,1294,12
963,Niko Christian,2250,29
964,Paul Semenec,794,12
965,Rafaela Cortez,3016,30
966,Matt Janney,1580,19
967,Jason Wightman,938,1
968,Jon Radermacher,1638,18
969,Niko Christian,1048,3
970,Jason Wightman,694,1
971,Nicole Fry,1811,17
972,Destiny Adams,2192,26
973,Nicole Fry,1810,18
974,Paul Semenec,1290,11
975,Rafaela Cortez,2915,35
976,Destiny Adams,2002,14
977,Rafaela Cortez,3054,23
978,Rafaela Cortez,3007,31
979,Niko Christian,2474,30
980,Jon Radermacher,1105,1
981,Rafaela Cortez,2841,33
982,Paul Semenec,967,8
983,Jason Wightman,1276,23
984,Jason Wightman,1453,11
985,Jason Wightman,527,1
986,Paul Semenec,769,6
987,Jon Radermacher,1660,14
988,Nicole Fry,1885,17
989,Niko Christian,1046,11
990,Rafaela Cortez,2992,29
991,Matt Janney,2239,16
992,Matt Janney,1583,20
993,Matt Janney,1319,16
994,Brewster Dombkowski,516,6
995,Nicole Fry,2021,21
996,Jason Wightman,1255,12
997,Matt Janney,1443,19
998,Rafaela Cortez,3006,38
999,Jason Wightman,950,15
1000,Paul Semenec,349,1
1001,Paul Semenec,1168,15
1002,Nicole Fry,1579,14
1003,Brewster Dombkowski,686,14
1004,Jon Radermacher,1703,17
1005,Jason Wightman,1665,16
1006,Paul Semenec,1220,11
1007,Brewster Dombkowski,1618,14
1008,Jon Radermacher,1494,7
1009,Paul Semenec,862,7
1010,Niko Christian,710,6
1011,Matt Janney,1802,20
1012,Jason Wightman,842,1
1013,Rafaela Cortez,3068,31
1014,Destiny Adams,1798,26
1015,Niko Christian,2121,25
1016,Rafaela Cortez,3064,32
1017,Paul Semenec,834,5
1018,Jason Wightman,1357,18
1019,Matt Janney,2348,31
1020,Niko Christian,2142,23
1021,Matt Janney,1860,16
1022,Niko Christian,860,17
1023,Paul Semenec,402,9
1024,Jon Radermacher,1680,24
1025,Brewster Dombkowski,1374,11
1026,Matt Janney,915,6
1027,Jason Wightman,937,11
1028,Jason Wightman,935,7
1029,Brewster Dombkowski,858,8
1030,Niko Christian,906,15
1031,Nicole Fry,1876,19
1032,Jason Wightman,1329,16
1033,Niko Christian,1060,11
1034,Paul Semenec,1483,17
1035,Brewster Dombkowski,621,15
1036,Matt Janney,1480,13
1037,Niko Christian,2688,21
1038,Nicole Fry,1944,17
1039,Paul Semenec,1061,8
1040,Paul Semenec,620,6
1041,Paul Semenec,506,2
1042,Nicole Fry,2595,20
1043,Jason Wightman,1042,18
1044,Nicole Fry,2621,25
1045,Jon Radermacher,1526,18
1046,Destiny Adams,2014,26
1047,Destiny Adams,2077,18
1048,Nicole Fry,2151,30
1049,Jon Radermacher,1416,11
1050,Nicole Fry,2285,22
1051,Niko Christian,2534,32
1052,Jason Wightman,1513,10
1053,Matt Janney,780,2
1054,Jon Radermacher,1689,19
1055,Jason Wightman,465,7
1056,Destiny Adams,1895,23
1057,Rafaela Cortez,3022,33
1058,Destiny Adams,2186,24
1059,Destiny Adams,2060,23
1060,Brewster Dombkowski,1088,4
1061,Niko Christian,1569,11
1062,Destiny Adams,1697,7
1063,Brewster Dombkowski,1355,16
1064,Destiny Adams,2012,29
1065,Jason Wightman,891,8
1066,Nicole Fry,2240,20
1067,Niko Christian,2398,31
1068,Brewster Dombkowski,810,6
1069,Matt Janney,1635,6
1070,Paul Semenec,744,4
1071,Paul Semenec,1137,12
1072,Brewster Dombkowski,1192,12
1073,Jon Radermacher,1730,7
1074,Jason Wightman,957,18
1075,Rafaela Cortez,3039,27
1076,Rafaela Cortez,2893,24
1077,Brewster Dombkowski,1625,22
1078,Rafaela Cortez,2797,28
1079,Jon Radermacher,1435,9
1080,Brewster Dombkowski,321,5
1081,Niko Christian,1594,10
1082,Rafaela Cortez,3013,22
1083,Brewster Dombkowski,1755,20
1084,Brewster Dombkowski,805,9
1085,Nicole Fry,1908,16
1086,Paul Semenec,1757,18
1087,Niko Christian,1056,15
1088,Niko Christian,2147,16
1089,Nicole Fry,2077,21
1090,Niko Christian,3419,33
1091,Jon Radermacher,1383,5
1092,Paul Semenec,331,5
1093,Matt Janney,1636,20
1094,Nicole Fry,2454,20
1095,Niko Christian,2121,26
1096,Destiny Adams,1927,20
1097,Destiny Adams,1924,19
1098,Niko Christian,1663,18
1099,Jason Wightman,654,9
1100,Rafaela Cortez,2921,37
1101,Paul Semenec,943,17
1102,Destiny Adams,1805,15
1103,Nicole Fry,2807,17
1104,Rafaela Cortez,2860,33
1105,Paul Semenec,635,9
1106,Paul Semenec,295,1
1107,Matt Janney,1632,17
1108,Niko Christian,938,7
1109,Jason Wightman,847,5
1110,Nicole Fry,1857,25
1111,Rafaela Cortez,3112,31
1112,Paul Semenec,1121,16
1113,Rafaela Cortez,3113,24
1114,Destiny Adams,2371,29
1115,Matt Janney,1262,17
1116,Rafaela Cortez,3081,24
1117,Brewster Dombkowski,436,8
1118,Paul Semenec,524,13
1119,Paul Semenec,882,9
1120,Jon Radermacher,1414,8
1121,Jon Radermacher,1721,13
1122,Brewster Dombkowski,243,4
1123,Niko Christian,1550,22
1124,Jason Wightman,987,18
1125,Paul Semenec,1227,3
1126,Jon Radermacher,1818,9
1127,Jason Wightman,1066,12
1128,Paul Semenec,889,3
1129,Jon Radermacher,1644,10
1130,Destiny Adams,1993,22
1131,Jon Radermacher,1487,20
1132,Destiny Adams,1999,17
1133,Rafaela Cortez,3066,46
1134,Jason Wightman,789,15
1135,Paul Semenec,754,9
1136,Paul Semenec,894,13
1137,Brewster Dombkowski,458,0
1138,Brewster Dombkowski,1594,15
1139,Niko Christian,2134,24
1140,Jason Wightman,1339,8
1141,Niko Christian,1229,15
1142,Jon Radermacher,1541,1
1143,Jon Radermacher,1545,12
1144,Brewster Dombkowski,1420,9
1145,Matt Janney,1688,17
1146,Niko Christian,65,1
1147,Jason Wightman,813,12
1148,Nicole Fry,1883,24
1149,Paul Semenec,815,13
1150,Nicole Fry,2306,25
1151,Rafaela Cortez,2892,30
1152,Rafaela Cortez,2852,36
1153,Rafaela Cortez,3018,26
1154,Jason Wightman,1690,18
1155,Nicole Fry,2244,23
1156,Niko Christian,2299,25
1157,Jon Radermacher,1745,19
1158,Matt Janney,1870,15
1159,Destiny Adams,2295,22
1160,Jason Wightman,394,1
1161,Rafaela Cortez,2936,35
1162,Jon Radermacher,1717,17
